    1882    2004      12      18
  1882     0        1364.6667
 1.17832E+01 4.02127E+01 2.32664E+02 2.40523E+02 2.21764E+02 1.37498E+02
 1.81666E+02 1.05864E+02 7.14526E+01 5.23299E+01 4.90297E+01 5.07827E+00
 5.31250E+00 2.18495E+00 1.60543E+00 3.64467E+00 9.49083E-01 1.10380E+00
  1882     1        1365.0050
 1.17861E+01 4.02226E+01 2.32722E+02 2.40583E+02 2.21819E+02 1.37532E+02
 1.81711E+02 1.05891E+02 7.14703E+01 5.23428E+01 4.90419E+01 5.07953E+00
 5.31382E+00 2.18549E+00 1.60583E+00 3.64557E+00 9.49318E-01 1.10407E+00
  1882     2        1364.9513
 1.17856E+01 4.02210E+01 2.32713E+02 2.40573E+02 2.21810E+02 1.37527E+02
 1.81704E+02 1.05886E+02 7.14675E+01 5.23408E+01 4.90400E+01 5.07933E+00
 5.31361E+00 2.18541E+00 1.60576E+00 3.64543E+00 9.49281E-01 1.10403E+00
  1882     3        1364.8408
 1.17847E+01 4.02178E+01 2.32694E+02 2.40554E+02 2.21792E+02 1.37516E+02
 1.81689E+02 1.05878E+02 7.14617E+01 5.23365E+01 4.90360E+01 5.07892E+00
 5.31318E+00 2.18523E+00 1.60563E+00 3.64513E+00 9.49204E-01 1.10394E+00
  1882     4        1364.3607
 1.17805E+01 4.02036E+01 2.32612E+02 2.40469E+02 2.21714E+02 1.37467E+02
 1.81625E+02 1.05841E+02 7.14366E+01 5.23181E+01 4.90187E+01 5.07713E+00
 5.31131E+00 2.18446E+00 1.60507E+00 3.64385E+00 9.48870E-01 1.10355E+00
  1882     5        1364.3440
 1.17804E+01 4.02031E+01 2.32609E+02 2.40466E+02 2.21712E+02 1.37466E+02
 1.81623E+02 1.05839E+02 7.14357E+01 5.23175E+01 4.90181E+01 5.07707E+00
 5.31125E+00 2.18443E+00 1.60505E+00 3.64381E+00 9.48858E-01 1.10354E+00
  1882     6        1364.7433
 1.17838E+01 4.02149E+01 2.32677E+02 2.40537E+02 2.21777E+02 1.37506E+02
 1.81676E+02 1.05870E+02 7.14566E+01 5.23328E+01 4.90325E+01 5.07855E+00
 5.31280E+00 2.18507E+00 1.60552E+00 3.64487E+00 9.49136E-01 1.10386E+00
  1882     7        1364.8319
 1.17846E+01 4.02175E+01 2.32693E+02 2.40552E+02 2.21791E+02 1.37515E+02
 1.81688E+02 1.05877E+02 7.14613E+01 5.23362E+01 4.90357E+01 5.07888E+00
 5.31315E+00 2.18521E+00 1.60562E+00 3.64511E+00 9.49197E-01 1.10393E+00
  1882     8        1364.7213
 1.17837E+01 4.02143E+01 2.32674E+02 2.40533E+02 2.21773E+02 1.37504E+02
 1.81673E+02 1.05869E+02 7.14555E+01 5.23320E+01 4.90317E+01 5.07847E+00
 5.31272E+00 2.18504E+00 1.60549E+00 3.64481E+00 9.49120E-01 1.10384E+00
  1882     9        1364.6045
 1.17826E+01 4.02108E+01 2.32654E+02 2.40512E+02 2.21754E+02 1.37492E+02
 1.81657E+02 1.05859E+02 7.14494E+01 5.23275E+01 4.90275E+01 5.07804E+00
 5.31226E+00 2.18485E+00 1.60536E+00 3.64450E+00 9.49039E-01 1.10375E+00
  1882    10        1364.3917
 1.17808E+01 4.02046E+01 2.32617E+02 2.40475E+02 2.21720E+02 1.37471E+02
 1.81629E+02 1.05843E+02 7.14382E+01 5.23193E+01 4.90199E+01 5.07725E+00
 5.31143E+00 2.18451E+00 1.60511E+00 3.64393E+00 9.48891E-01 1.10358E+00
  1882    11        1364.1813
 1.17790E+01 4.01983E+01 2.32582E+02 2.40438E+02 2.21685E+02 1.37449E+02
 1.81601E+02 1.05827E+02 7.14272E+01 5.23112E+01 4.90123E+01 5.07646E+00
 5.31061E+00 2.18417E+00 1.60486E+00 3.64337E+00 9.48745E-01 1.10341E+00
  1882    12        1365.0249
 1.17863E+01 4.02232E+01 2.32725E+02 2.40586E+02 2.21822E+02 1.37534E+02
 1.81713E+02 1.05892E+02 7.14714E+01 5.23436E+01 4.90426E+01 5.07960E+00
 5.31390E+00 2.18552E+00 1.60585E+00 3.64562E+00 9.49332E-01 1.10409E+00
  1883     1        1364.8093
 1.17844E+01 4.02169E+01 2.32689E+02 2.40548E+02 2.21787E+02 1.37513E+02
 1.81685E+02 1.05875E+02 7.14601E+01 5.23353E+01 4.90349E+01 5.07880E+00
